price,suburb,region,house_type,bedrooms,bathrooms,floor_area,land_size,furnished,has_pool,has_solar,has_borehole,has_garage,has_garden,has_security,has_inverter,has_generator,amenities_count,missing_suburb,missing_region,location_issue,price_per_sqm_floor,price_per_hectare,price_per_bed,price_per_bath,size_ratio,value_density,amenity_score,energy_score,maintenance_burden,modern_amenities,bed_quality,bath_ratio,land_efficiency,segment,data_quality_score,log_price,house_category,segment_encoded,region_price_enc,suburb_price_enc,house_category_encoded,is_House,is_Townhouse
30000.0,Budiriro,Harare High Density,3 Bedroom House,3.0,1.0,200.0,300.0,0,0,0,0,0,1,0,0,0,1,0,0,0,150.0,1000000.0,10000.0,30000.0,0.6666666666666666,100.0,1,0,1,0,0.015,0.3333333333333333,0.6666666666666666,Budget,7,10.308985993422082,House,0,45000.0,47000.0,0,True,False
35000.0,Unknown,Unknown,4 Bedroom House,4.0,2.0,250.0,300.0,0,0,0,0,0,1,0,0,0,1,1,1,1,140.0,1166666.6666666667,8750.0,17500.0,0.8333333333333334,116.66666666666667,1,0,1,0,0.016,0.5,0.8333333333333334,Budget,7,10.463131911491967,House,0,105000.0,105000.0,0,True,False
160000.0,Selbourne Park,Bulawayo East,4 Bedroom House,4.0,2.0,250.0,1350.0,0,0,0,1,0,1,0,0,0,2,0,0,0,640.0,1185185.1851851852,40000.0,80000.0,0.18518518518518517,118.51851851851852,1,1,1,0,0.016,0.5,0.1851851851851851,Mid,7,11.982935344196433,House,1,220000.0,200000.0,0,True,False
150000.0,Bloomingdale,Harare West,4 Bedroom House,4.0,2.0,200.0,450.0,0,0,0,0,1,1,0,0,0,2,0,0,0,750.0,3333333.3333333335,37500.0,75000.0,0.4444444444444444,333.3333333333333,2,0,1,0,0.02,0.5,0.4444444444444444,Mid,7,11.918397239722838,House,1,200000.0,115000.0,0,True,False
300000.0,Matsheumhlope,Bulawayo East,7 Bedroom House,7.0,3.0,600.0,4000.0,0,0,1,1,1,1,0,0,0,4,0,0,0,500.0,750000.0,42857.142857142855,100000.0,0.15,75.0,2,2,1,1,0.0116666666666666,0.42857142857142855,0.15,Premium,7,12.611541086966115,House,2,220000.0,250000.0,0,True,False
155000.0,Greendale,Harare East,3 Bedroom Townhouse Complex,3.0,3.0,207.0,500.0,0,0,0,1,0,1,1,0,0,3,0,0,0,748.792270531401,3100000.0,51666.666666666664,51666.666666666664,0.414,310.0,2,1,1,0,0.0144927536231884,1.0,0.414,Mid,7,11.951186847493476,Townhouse,1,250000.0,230000.0,1,False,True
1800000.0,Borrowdale Brooke,Harare North,4 Bedroom House,4.0,4.0,500.0,3605.0,0,1,0,1,1,1,1,1,0,6,0,0,0,3600.0,4993065.187239945,450000.0,450000.0,0.13869625520110956,499.30651872399443,4,2,2,1,0.008,1.0,0.1386962552011095,Luxury,7,14.403297778421795,House,3,470000.0,1300000.0,0,True,False
160000.0,Burnside,Bulawayo East,4 Bedroom House,4.0,1.0,600.0,4000.0,0,1,0,1,1,1,0,0,0,4,0,0,0,266.6666666666667,400000.0,40000.0,160000.0,0.15,40.0,3,1,2,0,0.0066666666666666,0.25,0.15,Mid,7,11.982935344196433,House,1,220000.0,260000.0,0,True,False
90000.0,Msasa Park,Harare South,3 Bedroom House,3.0,2.0,430.0,180.0,0,0,0,0,0,1,1,0,0,2,0,0,0,209.30232558139534,5000000.0,30000.0,45000.0,2.388888888888889,500.0,2,0,1,0,0.0069767441860465,0.6666666666666666,2.388888888888889,Budget,7,11.407576060361786,House,0,145000.0,82500.0,0,True,False
325000.0,Helensvale,Harare North,6 Bedroom House,6.0,1.0,500.0,2500.0,0,0,0,1,1,1,0,0,0,3,0,0,0,650.0,1300000.0,54166.666666666664,325000.0,0.2,130.0,2,1,1,0,0.012,0.16666666666666666,0.2,Premium,7,12.691583538230217,House,2,470000.0,650000.0,0,True,False
140000.0,Sandton Park,Harare West,4 Bedroom House,4.0,2.0,800.0,800.0,0,0,1,1,1,1,0,0,0,4,0,0,0,175.0,1750000.0,35000.0,70000.0,1.0,175.0,2,2,1,1,0.005,0.5,1.0,Mid,7,11.849404844423074,House,1,200000.0,140000.0,0,True,False
700000.0,Borrowdale Brooke,Harare North,4 Bedroom House,4.0,3.0,1300.0,1300.0,0,0,1,1,1,1,1,0,0,5,0,0,0,538.4615384615385,5384615.384615384,175000.0,233333.33333333334,1.0,538.4615384615385,3,2,1,1,0.003076923076923,0.75,1.0,Luxury,7,13.45883704259595,House,3,470000.0,1300000.0,0,True,False
430000.0,Highlands,Harare North,5 Bedroom Townhouse Complex,5.0,3.0,200.0,500.0,0,0,0,1,0,1,1,0,0,3,0,0,0,2150.0,8600000.0,86000.0,143333.33333333334,0.4,860.0,2,1,1,0,0.025,0.6,0.4,Premium,7,12.971542813248437,Townhouse,2,470000.0,395000.0,1,False,True
550000.0,Brookview,Harare North,8 Bedroom House,8.0,8.0,1000.0,4600.0,0,0,0,1,1,1,1,0,0,4,0,0,0,550.0,1195652.1739130435,68750.0,68750.0,0.21739130434782608,119.56521739130434,3,1,1,0,0.008,1.0,0.217391304347826,Luxury,7,13.217675375388819,House,3,470000.0,475000.0,0,True,False
